2017-10-15 16:05:24 +0000,16492,920,-1456,27,26,3,0,1
2017-10-15 16:05:24 +0000,16428,848,-1296,28,2,14,0,1
2017-10-15 16:05:24 +0000,16416,584,-1256,16,1,2,0,1
2017-10-15 16:05:24 +0000,16368,1092,-1168,14,-32,24,0,1
2017-10-15 16:05:25 +0000,16176,88,-1776,50,-185,41,0,1
2017-10-15 16:05:25 +0000,16288,140,-1848,194,-227,105,0,1
2017-10-15 16:05:25 +0000,16616,456,-2724,335,-247,36,0,1
2017-10-15 16:05:25 +0000,16556,-452,-3196,401,-194,225,0,1
2017-10-15 16:05:25 +0000,16256,368,-4196,480,-183,253,0,1
2017-10-15 16:05:25 +0000,16900,-112,-4080,446,-55,178,0,1
2017-10-15 16:05:25 +0000,15864,-156,-3756,437,25,6,0,1
2017-10-15 16:05:25 +0000,15688,472,-3864,535,25,234,0,1
2017-10-15 16:05:25 +0000,16420,1016,-4280,410,-85,243,0,1
2017-10-15 16:05:26 +0000,16428,1968,-3644,338,38,39,0,1
2017-10-15 16:05:26 +0000,16384,1140,-3872,260,131,94,0,1
2017-10-15 16:05:26 +0000,16492,1972,-3276,126,184,186,0,1
2017-10-15 16:05:26 +0000,16204,1400,-2564,157,104,218,0,1
2017-10-15 16:05:26 +0000,16136,1664,-2524,154,45,234,0,1
2017-10-15 16:05:26 +0000,15996,2344,-2732,-31,66,240,0,1
2017-10-15 16:05:26 +0000,16336,1388,-3312,-6,4,251,0,1
2017-10-15 16:05:26 +0000,15820,2064,-3660,129,-17,174,0,1
2017-10-15 16:05:26 +0000,16612,760,-3936,23,139,69,0,1
2017-10-15 16:05:26 +0000,16560,1204,-3260,165,269,129,0,1
2017-10-15 16:05:27 +0000,16016,2184,-2700,249,253,165,0,1
2017-10-15 16:05:27 +0000,16404,2612,-1964,311,314,148,0,1
2017-10-15 16:05:27 +0000,16452,2792,-1460,277,386,153,0,1
2017-10-15 16:05:27 +0000,16048,3188,-1324,-26,430,138,0,1
2017-10-15 16:05:27 +0000,16184,2132,-60,187,427,47,0,1
2017-10-15 16:05:27 +0000,16224,3580,824,239,201,148,0,1
2017-10-15 16:05:27 +0000,16104,3728,1032,300,103,97,0,1
2017-10-15 16:05:27 +0000,16388,4212,992,358,106,198,0,1
2017-10-15 16:05:27 +0000,16036,4124,792,248,188,42,0,1
2017-10-15 16:05:27 +0000,15924,1840,1464,433,-45,85,0,1
2017-10-15 16:05:28 +0000,15932,1992,908,619,-177,141,0,1
2017-10-15 16:05:28 +0000,16120,1540,976,626,-152,59,0,1
2017-10-15 16:05:28 +0000,16696,1824,1044,233,-206,143,0,1
2017-10-15 16:05:28 +0000,16524,496,4,-73,-114,235,0,1
2017-10-15 16:05:28 +0000,16332,-2892,-500,-91,-151,32,0,1
2017-10-15 16:05:28 +0000,16152,-3128,-764,315,-309,167,0,1
2017-10-15 16:05:28 +0000,16812,-2288,-1752,299,-250,160,0,1
2017-10-15 16:05:28 +0000,16308,-1276,-2240,119,-117,64,0,1
2017-10-15 16:05:28 +0000,16124,-2552,-3948,-260,21,138,0,1
2017-10-15 16:05:29 +0000,16500,-2524,-3600,-65,201,177,0,1
2017-10-15 16:05:29 +0000,16172,-1160,-2212,-51,229,152,0,1
2017-10-15 16:05:29 +0000,16432,-1988,-1640,89,160,30,0,1
2017-10-15 16:05:29 +0000,16404,-520,-1196,559,191,231,0,1
2017-10-15 16:05:29 +0000,15896,3292,-52,782,104,139,0,1
2017-10-15 16:05:29 +0000,16248,3432,-40,196,14,187,0,1
2017-10-15 16:05:29 +0000,16176,576,-744,24,-72,129,0,1
2017-10-15 16:05:29 +0000,16404,280,-712,250,-67,107,0,1
2017-10-15 16:05:29 +0000,16596,1396,-876,263,-10,143,0,1
2017-10-15 16:05:29 +0000,16448,996,-716,-88,22,126,0,1
2017-10-15 16:05:30 +0000,16232,484,-1052,-120,5,73,0,1
2017-10-15 16:05:30 +0000,16584,-932,-1720,96,29,175,0,1
2017-10-15 16:05:30 +0000,16436,-464,-1208,-107,100,148,0,1
2017-10-15 16:05:30 +0000,16488,-1236,-1112,-248,163,43,0,1
2017-10-15 16:05:30 +0000,16720,-1520,-544,-126,116,204,0,1
2017-10-15 16:05:30 +0000,16052,2056,292,-652,23,198,0,1
2017-10-15 16:05:30 +0000,16912,-2700,-1228,-463,-97,85,0,1
2017-10-15 16:05:30 +0000,16692,-1612,-1992,280,-23,91,0,1
2017-10-15 16:05:30 +0000,16680,372,-1872,493,76,165,0,1
2017-10-15 16:05:31 +0000,15984,2824,-1000,344,109,44,0,1
2017-10-15 16:05:31 +0000,16460,1692,-168,133,96,186,0,1
2017-10-15 16:05:31 +0000,16332,792,184,-13,114,220,0,1
2017-10-15 16:05:31 +0000,16628,-176,312,-38,48,238,0,1
2017-10-15 16:05:31 +0000,16380,20,-112,94,70,27,0,1
2017-10-15 16:05:31 +0000,16576,120,-492,76,36,35,0,1
2017-10-15 16:05:31 +0000,16176,436,-28,112,-9,26,0,1
2017-10-15 16:05:31 +0000,16396,1184,-368,43,16,230,0,1
2017-10-15 16:05:31 +0000,16628,-216,-604,-134,122,39,0,1
2017-10-15 16:05:31 +0000,16756,-600,-820,-46,161,156,0,1
2017-10-15 16:05:32 +0000,16556,624,20,281,138,242,0,1
2017-10-15 16:05:32 +0000,16520,3468,992,351,54,30,0,1
2017-10-15 16:05:32 +0000,15528,3220,676,70,25,72,0,1
2017-10-15 16:05:32 +0000,17024,2584,628,74,-92,190,0,1
2017-10-15 16:05:32 +0000,16136,1312,580,153,-78,143,0,1
2017-10-15 16:05:32 +0000,16556,1564,568,218,-128,11,0,1
2017-10-15 16:05:32 +0000,15880,1400,1100,276,-93,221,0,1
2017-10-15 16:05:32 +0000,17116,-264,136,59,-58,131,0,1
2017-10-15 16:05:32 +0000,16384,-1424,-1388,95,-205,7,0,1
2017-10-15 16:05:32 +0000,16588,-1452,-1228,214,-254,1,0,1
2017-10-15 16:05:33 +0000,16908,-1092,-1904,52,-162,173,0,1
2017-10-15 16:05:33 +0000,17008,-968,-2264,-77,97,49,0,1
2017-10-15 16:05:33 +0000,16068,-1060,-1856,-86,122,237,0,1
2017-10-15 16:05:33 +0000,16736,-1976,-1824,-30,16,151,0,1
2017-10-15 16:05:33 +0000,16200,-1192,-1148,-14,111,71,0,1
2017-10-15 16:05:33 +0000,16652,-508,-988,48,97,85,0,1
2017-10-15 16:05:33 +0000,16420,-36,-624,10,94,84,0,1
2017-10-15 16:05:33 +0000,16424,328,-540,42,78,78,0,1
2017-10-15 16:05:33 +0000,16576,812,-480,-35,53,80,0,1
2017-10-15 16:05:34 +0000,16508,-24,-468,59,47,144,0,1
2017-10-15 16:05:34 +0000,16684,1560,-496,154,41,4,0,1
2017-10-15 16:05:34 +0000,16580,1876,-356,-198,45,93,0,1
2017-10-15 16:05:34 +0000,16572,564,-600,-261,117,15,0,1
2017-10-15 16:05:34 +0000,16524,-232,-304,133,43,220,0,1
2017-10-15 16:05:34 +0000,16572,468,-64,178,5,28,0,1
2017-10-15 16:05:34 +0000,16692,788,-312,96,23,45,0,1
2017-10-15 16:05:34 +0000,16152,712,-276,145,217,134,0,1
2017-10-15 16:05:34 +0000,16912,368,388,45,133,79,0,1
2017-10-15 16:05:34 +0000,16008,88,256,29,25,233,0,1
2017-10-15 16:05:35 +0000,16576,-168,248,-19,-54,217,0,1
2017-10-15 16:05:35 +0000,16576,-156,232,18,-49,205,0,1
2017-10-15 16:05:35 +0000,16724,792,-628,19,-36,193,0,1
2017-10-15 16:05:35 +0000,16564,520,-132,40,-8,213,0,1
2017-10-15 16:05:35 +0000,16444,728,-24,54,10,241,0,1
2017-10-15 16:05:35 +0000,16600,704,-32,38,41,21,0,1
2017-10-15 16:05:35 +0000,16540,836,256,-2,59,33,0,1
2017-10-15 16:05:35 +0000,16512,176,120,-52,45,8,0,1
2017-10-15 16:05:35 +0000,16524,220,312,13,56,8,0,1
2017-10-15 16:05:36 +0000,16660,512,428,13,54,33,0,1
2017-10-15 16:05:36 +0000,16448,124,448,17,40,227,0,1
2017-10-15 16:05:36 +0000,16248,1200,468,34,53,6,0,1
2017-10-15 16:05:36 +0000,16484,220,488,45,-34,1,0,1
2017-10-15 16:05:36 +0000,16676,776,400,32,-21,17,0,1
2017-10-15 16:05:36 +0000,16688,856,184,-48,-14,250,0,1
2017-10-15 16:05:36 +0000,16612,216,-76,-117,38,40,0,1
2017-10-15 16:05:36 +0000,16648,-132,-144,-100,116,82,0,1
2017-10-15 16:05:36 +0000,16812,-1272,648,29,77,72,0,1
2017-10-15 16:05:36 +0000,16464,512,784,8,90,55,0,1
2017-10-15 16:05:37 +0000,16488,-272,972,-14,55,37,0,1
2017-10-15 16:05:37 +0000,16496,-528,940,11,34,19,0,1
2017-10-15 16:05:37 +0000,16540,-772,1148,47,19,13,0,1
2017-10-15 16:05:37 +0000,16472,-208,968,72,1,16,0,1
2017-10-15 16:05:37 +0000,16460,-184,1028,29,20,16,0,1
2017-10-15 16:05:37 +0000,16436,-60,1088,15,17,242,0,1
2017-10-15 16:05:37 +0000,16660,56,764,-6,41,224,0,1
2017-10-15 16:05:37 +0000,16440,-204,864,-8,42,2,0,1
2017-10-15 16:05:37 +0000,16540,-360,1020,21,36,6,0,1
2017-10-15 16:05:38 +0000,16576,-120,1196,50,30,254,0,1
2017-10-15 16:05:38 +0000,16444,-32,1188,25,23,3,0,1
2017-10-15 16:05:38 +0000,16468,-284,1192,6,28,3,0,1
2017-10-15 16:05:38 +0000,16484,-284,1168,-17,-16,254,0,1
2017-10-15 16:05:38 +0000,16428,-268,1004,21,-2,250,0,1
2017-10-15 16:05:38 +0000,16524,-360,936,7,6,254,0,1
2017-10-15 16:05:38 +0000,16412,-84,1008,31,8,252,0,1
2017-10-15 16:05:38 +0000,16496,-148,984,13,2,248,0,1
2017-10-15 16:05:38 +0000,16392,-104,952,25,11,250,0,1
2017-10-15 16:05:38 +0000,16372,-96,1012,10,-18,4,0,1
2017-10-15 16:05:39 +0000,16584,-68,920,3,-73,249,0,1
2017-10-15 16:05:39 +0000,16504,-104,776,5,-102,219,0,1
2017-10-15 16:05:39 +0000,16488,-224,480,-2,-99,224,0,1
2017-10-15 16:05:39 +0000,16756,-28,312,32,-122,222,0,1
2017-10-15 16:05:39 +0000,16588,-16,4,10,-113,250,0,1
2017-10-15 16:05:39 +0000,16372,228,-236,30,-70,248,0,1
2017-10-15 16:05:39 +0000,16640,68,-336,20,-31,11,0,1
2017-10-15 16:05:39 +0000,16564,8,-428,14,9,244,0,1
2017-10-15 16:05:39 +0000,16396,168,-312,26,42,246,0,1
