date,accX,accY,accZ,gyrX,gyrY,gyrZ,posture,postureLbl
"2017-10-15 15:59:15 +0000",15368,-608,5896,81,-52,203,0,2
"2017-10-15 15:59:15 +0000",15488,-428,5860,85,-92,16,0,2
"2017-10-15 15:59:15 +0000",15280,-620,5640,33,-134,26,0,2
"2017-10-15 15:59:16 +0000",15488,-584,5192,38,-94,248,0,2
"2017-10-15 15:59:16 +0000",15956,-888,4736,-10,-136,22,0,2
"2017-10-15 15:59:16 +0000",15772,-836,4620,20,-117,108,0,2
"2017-10-15 15:59:16 +0000",15564,-160,5124,65,-106,97,0,2
"2017-10-15 15:59:16 +0000",15748,144,4436,-142,-180,49,0,2
"2017-10-15 15:59:16 +0000",16072,-1524,3792,-223,-102,231,0,2
"2017-10-15 15:59:16 +0000",16384,-2268,2904,11,-61,243,0,2
"2017-10-15 15:59:16 +0000",16448,-1036,3296,159,17,254,0,2
"2017-10-15 15:59:16 +0000",16716,-108,3404,122,82,20,0,2
"2017-10-15 15:59:16 +0000",16380,-1756,3544,87,169,198,0,2
"2017-10-15 15:59:17 +0000",16088,-1336,3672,137,222,183,0,2
"2017-10-15 15:59:17 +0000",16228,-1308,4240,235,202,10,0,2
"2017-10-15 15:59:17 +0000",15796,-468,5164,316,222,53,0,2
"2017-10-15 15:59:17 +0000",15112,556,5988,203,235,15,0,2
"2017-10-15 15:59:17 +0000",14860,-236,6356,-75,167,29,0,2
"2017-10-15 15:59:17 +0000",14884,-1252,6308,-68,97,248,0,2
"2017-10-15 15:59:17 +0000",15160,-1336,6176,43,41,12,0,2
"2017-10-15 15:59:17 +0000",15236,-676,6188,57,26,39,0,2
"2017-10-15 15:59:17 +0000",15364,-728,6140,26,1,241,0,2
"2017-10-15 15:59:17 +0000",15404,-704,6000,-5,9,2,0,2
"2017-10-15 15:59:18 +0000",15388,-824,5996,24,16,19,0,2
"2017-10-15 15:59:18 +0000",15304,-856,6112,27,21,17,0,2
"2017-10-15 15:59:18 +0000",15300,-824,6008,36,20,10,0,2
"2017-10-15 15:59:18 +0000",15340,-760,6004,32,32,11,0,2
"2017-10-15 15:59:18 +0000",15224,-856,6240,51,19,1,0,2
"2017-10-15 15:59:18 +0000",15224,-800,5972,87,-47,3,0,2
"2017-10-15 15:59:18 +0000",15264,-664,6056,29,-56,1,0,2
"2017-10-15 15:59:18 +0000",15196,-68,6268,-164,-51,31,0,2
"2017-10-15 15:59:18 +0000",15396,-568,5988,-331,-148,43,0,2
"2017-10-15 15:59:19 +0000",15284,-2124,5104,-155,-218,227,0,2
"2017-10-15 15:59:19 +0000",15604,-600,4960,-5,-155,254,0,2
"2017-10-15 15:59:19 +0000",16476,-1476,4320,4,-108,54,0,2
"2017-10-15 15:59:19 +0000",15740,-1712,3976,-136,11,244,0,2
"2017-10-15 15:59:31 +0000",15492,-560,-5660,-21,12,247,0,3
"2017-10-15 15:59:31 +0000",15524,-428,-5812,-11,-21,246,0,3
"2017-10-15 15:59:31 +0000",15452,-372,-5792,-2,-13,9,0,3
"2017-10-15 15:59:31 +0000",15512,-268,-5936,-3,-16,15,0,3
"2017-10-15 15:59:31 +0000",15684,-340,-5956,35,-29,2,0,3
"2017-10-15 15:59:31 +0000",15688,-216,-6040,27,32,3,0,3
"2017-10-15 15:59:31 +0000",15632,-200,-6032,30,142,21,0,3
"2017-10-15 15:59:31 +0000",15284,-308,-5228,40,57,245,0,3
"2017-10-15 15:59:32 +0000",15552,-248,-5476,29,17,237,0,3
"2017-10-15 15:59:32 +0000",15516,-356,-5764,10,21,255,0,3
"2017-10-15 15:59:32 +0000",15956,-360,-5784,-1,-3,254,0,3
"2017-10-15 15:59:32 +0000",15708,-364,-5768,-9,92,246,0,3
"2017-10-15 15:59:32 +0000",15520,-316,-5380,-8,101,6,0,3
"2017-10-15 15:59:32 +0000",15580,-312,-5428,-26,50,249,0,3
"2017-10-15 15:59:32 +0000",15604,-320,-5428,-5,19,249,0,3
"2017-10-15 15:59:32 +0000",15632,-296,-5416,7,-13,240,0,3
"2017-10-15 15:59:32 +0000",15616,-248,-5384,15,9,3,0,3
"2017-10-15 15:59:33 +0000",15644,-264,-5400,36,6,242,0,3
"2017-10-15 15:59:33 +0000",15664,-368,-5408,44,37,236,0,3
"2017-10-15 15:59:33 +0000",15764,-244,-5264,31,6,247,0,3
"2017-10-15 15:59:33 +0000",15544,-120,-5384,23,-9,236,0,3
"2017-10-15 15:59:33 +0000",15792,-52,-5340,-31,-8,14,0,3
"2017-10-15 15:59:33 +0000",15444,4,-5696,-31,-7,15,0,3
"2017-10-15 15:59:33 +0000",15736,-552,-5528,-54,-35,70,0,3
"2017-10-15 15:59:33 +0000",15492,-248,-5492,32,29,42,0,3
"2017-10-15 15:59:33 +0000",15580,-312,-5456,35,13,232,0,3
"2017-10-15 15:59:33 +0000",15744,-116,-5684,23,8,220,0,3
"2017-10-15 15:59:34 +0000",15532,-4,-5880,26,-4,255,0,3
"2017-10-15 15:59:34 +0000",15648,-216,-5644,29,28,2,0,3
"2017-10-15 15:59:34 +0000",15408,-196,-5604,46,-16,2,0,3
"2017-10-15 15:59:34 +0000",15816,12,-5772,-4,-42,235,0,3
"2017-10-15 15:59:34 +0000",15620,-292,-5728,12,39,231,0,3
"2017-10-15 15:59:34 +0000",15628,-216,-5488,33,28,237,0,3
"2017-10-15 15:59:34 +0000",15596,-120,-5612,35,20,238,0,3
"2017-10-15 15:59:34 +0000",15616,40,-5500,15,7,253,0,3
"2017-10-15 15:59:34 +0000",15552,24,-5512,33,-2,255,0,3
"2017-10-15 15:59:34 +0000",15712,-128,-5588,36,-4,9,0,3
"2017-10-15 15:59:35 +0000",15616,48,-5624,33,-10,19,0,3
"2017-10-15 15:59:35 +0000",15544,-124,-5660,54,-9,44,0,3
"2017-10-15 15:59:35 +0000",15648,-132,-5780,57,-19,59,0,3
"2017-10-15 15:59:35 +0000",15528,-288,-5784,28,-26,53,0,3
"2017-10-15 15:59:35 +0000",15400,-368,-5864,5,-25,55,0,3
"2017-10-15 15:59:35 +0000",15472,-420,-6028,-23,-19,64,0,3
"2017-10-15 15:59:35 +0000",15624,-308,-6000,-45,-27,86,0,3
"2017-10-15 15:59:35 +0000",15648,-120,-5952,-111,43,65,0,3
"2017-10-15 15:59:35 +0000",15560,-276,-5944,-251,57,104,0,3
"2017-10-15 15:59:36 +0000",15720,-124,-5968,-308,51,182,0,3
"2017-10-15 15:59:36 +0000",15680,-380,-5664,-325,147,188,0,3
"2017-10-15 15:59:36 +0000",15584,-904,-5396,-345,239,176,0,3
"2017-10-15 15:59:36 +0000",15592,-1104,-5236,-212,183,109,0,3
"2017-10-15 15:59:36 +0000",15880,-1432,-5092,-154,230,71,0,3
"2017-10-15 15:59:36 +0000",15772,-1308,-4740,-188,164,86,0,3
"2017-10-15 15:59:36 +0000",15520,-1616,-4636,-220,55,99,0,3
"2017-10-15 15:59:36 +0000",15692,-1876,-4540,-212,-26,115,0,3
"2017-10-15 15:59:36 +0000",15964,-1448,-4528,-235,-11,95,0,3
"2017-10-15 15:59:37 +0000",15740,-1668,-4888,-334,-22,30,0,3
"2017-10-15 15:59:37 +0000",15608,-1712,-4856,-382,-23,5,0,3
"2017-10-15 15:59:37 +0000",15396,-1556,-4808,-414,-1,23,0,3
"2017-10-15 15:59:37 +0000",15436,-1368,-4940,-401,-16,23,0,3
"2017-10-15 15:59:37 +0000",15320,-920,-4996,-286,-25,17,0,3
"2017-10-15 15:59:37 +0000",15748,-564,-4824,-225,-54,58,0,3
"2017-10-15 15:59:37 +0000",16124,-244,-5016,-190,-63,64,0,3
"2017-10-15 15:59:37 +0000",16048,232,-5088,-77,25,64,0,3
"2017-10-15 15:59:37 +0000",15664,552,-5256,-148,46,65,0,3
"2017-10-15 15:59:37 +0000",16128,260,-5028,-265,96,90,0,3
"2017-10-15 15:59:38 +0000",15452,232,-5172,-260,110,97,0,3
"2017-10-15 15:59:38 +0000",16072,636,-5464,-305,50,55,0,3
"2017-10-15 15:59:38 +0000",15684,832,-5280,-480,38,103,0,3
"2017-10-15 15:59:38 +0000",15408,1028,-4760,-622,23,249,0,3
"2017-10-15 15:59:38 +0000",15512,-464,-5816,-614,-91,32,0,3
"2017-10-15 15:59:38 +0000",15796,-1336,-5424,-448,-117,252,0,3
"2017-10-15 15:59:38 +0000",15604,-1268,-5752,-382,27,184,0,3
"2017-10-15 15:59:38 +0000",15672,-1308,-5816,-266,44,97,0,3
"2017-10-15 15:59:38 +0000",15616,-1156,-5728,-142,52,8,0,3
"2017-10-15 15:59:38 +0000",15432,-1056,-5664,-108,51,245,0,3
"2017-10-15 15:59:39 +0000",15580,-1180,-5776,-73,-11,243,0,3
"2017-10-15 15:59:39 +0000",15532,-948,-5668,-16,-2,248,0,3
"2017-10-15 15:59:39 +0000",15636,-760,-5680,7,10,7,0,3
"2017-10-15 15:59:39 +0000",15704,-840,-5612,63,7,2,0,3
"2017-10-15 15:59:39 +0000",15540,-412,-5648,66,29,13,0,3
"2017-10-15 15:59:39 +0000",15620,-512,-5428,57,28,31,0,3
"2017-10-15 15:59:39 +0000",15536,-644,-5336,8,4,53,0,3
"2017-10-15 15:59:39 +0000",15696,-668,-5560,-20,-50,50,0,3
"2017-10-15 15:59:39 +0000",15688,-564,-5724,-47,1,46,0,3
"2017-10-15 15:59:40 +0000",15744,-580,-5564,-73,23,57,0,3
"2017-10-15 15:59:40 +0000",15620,-964,-5504,-93,62,80,0,3
"2017-10-15 15:59:40 +0000",15600,-848,-5480,-72,77,71,0,3
"2017-10-15 15:59:40 +0000",15680,-836,-5380,-43,5,45,0,3
"2017-10-15 15:59:40 +0000",15560,-888,-5536,-36,20,30,0,3
"2017-10-15 15:59:40 +0000",15480,-1076,-5428,-19,19,245,0,3
"2017-10-15 15:59:40 +0000",15596,-1096,-5304,37,23,182,0,3
"2017-10-15 15:59:40 +0000",15624,-724,-5620,100,29,139,0,3
"2017-10-15 15:59:40 +0000",15728,-596,-5528,75,8,128,0,3
"2017-10-15 15:59:40 +0000",15624,-464,-5420,39,104,195,0,3
"2017-10-15 15:59:41 +0000",15568,-924,-5632,-8,30,47,0,3
"2017-10-15 15:59:41 +0000",15548,-988,-5460,4,23,122,0,3
"2017-10-15 15:59:41 +0000",15700,-984,-5772,-105,11,152,0,3
"2017-10-15 15:59:41 +0000",15608,-1320,-5592,-121,8,111,0,3
"2017-10-15 15:59:41 +0000",15352,-1408,-5672,-177,-3,97,0,3
"2017-10-15 15:59:41 +0000",15272,-1668,-5680,-304,-34,118,0,3
"2017-10-15 15:59:41 +0000",15680,-1660,-5648,-315,-66,138,0,3
"2017-10-15 15:59:41 +0000",15512,-1212,-5756,-337,-48,134,0,3
"2017-10-15 15:59:41 +0000",15700,-1216,-6012,-287,-60,98,0,3
"2017-10-15 15:59:42 +0000",15416,-940,-5952,-235,40,12,0,3
"2017-10-15 15:59:42 +0000",15420,-952,-5792,-213,50,0,0,3
"2017-10-15 15:59:42 +0000",15480,-756,-5752,-163,15,245,0,3
"2017-10-15 15:59:42 +0000",15484,-660,-5880,-144,-26,252,0,3
"2017-10-15 15:59:42 +0000",15540,-576,-5916,-82,-1,254,0,3
"2017-10-15 15:59:42 +0000",15580,-540,-6180,-21,0,11,0,3
"2017-10-15 15:59:42 +0000",15652,-544,-6044,12,25,8,0,3
"2017-10-15 15:59:42 +0000",15420,-568,-6140,31,77,10,0,3
"2017-10-15 15:59:42 +0000",15432,-636,-6072,92,90,236,0,3
"2017-10-15 15:59:42 +0000",15468,-588,-5816,126,28,195,0,3
"2017-10-15 15:59:43 +0000",15512,-592,-5896,158,4,174,0,3
"2017-10-15 15:59:43 +0000",15596,-280,-5844,150,11,165,0,3
"2017-10-15 15:59:43 +0000",15628,-420,-5832,182,2,160,0,3
"2017-10-15 15:59:43 +0000",15620,-328,-5988,162,38,199,0,3
"2017-10-15 15:59:43 +0000",15696,-476,-5760,151,57,222,0,3
"2017-10-15 15:59:43 +0000",15704,-600,-5604,158,145,2,0,3
"2017-10-15 15:59:43 +0000",15612,-536,-5512,154,139,5,0,3
"2017-10-15 15:59:43 +0000",15236,-496,-5000,165,60,218,0,3
"2017-10-15 15:59:43 +0000",15544,-196,-5412,140,-131,145,0,3
"2017-10-15 15:59:43 +0000",15912,-200,-5876,195,-24,126,0,3
"2017-10-15 15:59:44 +0000",15592,360,-5760,214,108,159,0,3
"2017-10-15 15:59:44 +0000",15872,32,-5636,160,98,123,0,3
"2017-10-15 15:59:44 +0000",15628,456,-5124,176,120,151,0,3
"2017-10-15 15:59:44 +0000",15424,700,-4864,186,94,180,0,3
"2017-10-15 15:59:44 +0000",15676,624,-5028,217,15,235,0,3
"2017-10-15 15:59:44 +0000",15344,532,-4884,251,-96,225,0,3
"2017-10-15 15:59:44 +0000",16060,488,-5172,330,-159,183,0,3
"2017-10-15 15:59:44 +0000",15672,-340,-5512,260,-89,14,0,3
"2017-10-15 15:59:44 +0000",15460,-272,-5504,283,-58,251,0,3
"2017-10-15 15:59:45 +0000",15544,-316,-5556,308,-52,15,0,3
"2017-10-15 15:59:45 +0000",15540,-528,-5464,262,-91,255,0,3
"2017-10-15 15:59:45 +0000",15452,-864,-5988,290,-52,12,0,3
"2017-10-15 15:59:45 +0000",15636,-1328,-6028,355,-132,200,0,3
"2017-10-15 15:59:45 +0000",15800,-1372,-6072,370,-77,154,0,3
"2017-10-15 15:59:45 +0000",15480,-1500,-5752,424,54,137,0,3
"2017-10-15 15:59:45 +0000",15360,-1724,-6092,521,55,72,0,3
"2017-10-15 15:59:45 +0000",15296,-1660,-6288,547,107,22,0,3
"2017-10-15 15:59:45 +0000",15460,-1408,-6176,555,-12,26,0,3
"2017-10-15 15:59:45 +0000",15472,-1944,-6156,562,-42,42,0,3
"2017-10-15 15:59:46 +0000",15400,-1728,-6136,546,54,41,0,3
"2017-10-15 15:59:46 +0000",15224,-1548,-6428,496,100,116,0,3
"2017-10-15 15:59:46 +0000",14672,-2160,-6432,597,21,48,0,3
"2017-10-15 15:59:46 +0000",16084,-1136,-6060,681,-106,185,0,3
"2017-10-15 15:59:46 +0000",15824,-1212,-5312,623,-131,160,0,3
"2017-10-15 15:59:46 +0000",16776,168,-5796,607,-9,186,0,3
"2017-10-15 15:59:46 +0000",15664,-40,-4648,700,305,231,0,3
"2017-10-15 15:59:46 +0000",15692,264,-4396,856,319,227,0,3
"2017-10-15 15:59:46 +0000",16064,916,-3772,927,315,193,0,3
"2017-10-15 15:59:47 +0000",15404,1952,-3616,763,209,229,0,3
"2017-10-15 15:59:47 +0000",16008,1884,-3504,510,-67,96,0,3
"2017-10-15 15:59:47 +0000",15592,1600,-3800,463,-244,174,0,3
"2017-10-15 15:59:47 +0000",15392,1776,-4380,408,-406,189,0,3
"2017-10-15 15:59:47 +0000",16476,676,-4864,304,-278,254,0,3
"2017-10-15 15:59:47 +0000",15412,652,-4860,212,-222,35,0,3
"2017-10-15 15:59:47 +0000",16188,24,-6044,168,-192,58,0,3
"2017-10-15 15:59:47 +0000",16132,-800,-5532,162,-79,101,0,3
"2017-10-15 15:59:47 +0000",15256,-1068,-6640,186,-37,46,0,3
"2017-10-15 15:59:47 +0000",15020,-2272,-7060,312,-18,241,0,3
"2017-10-15 15:59:48 +0000",14980,-2044,-6992,323,-124,145,0,3
"2017-10-15 15:59:48 +0000",15716,-1480,-7004,344,-33,198,0,3
"2017-10-15 15:59:48 +0000",14228,-1264,-6760,381,-167,224,0,3
"2017-10-15 15:59:48 +0000",15764,-900,-6384,246,-43,7,0,3
"2017-10-15 15:59:48 +0000",15876,-768,-6492,27,7,239,0,3
"2017-10-15 15:59:48 +0000",15340,-1300,-6744,98,27,79,0,3
"2017-10-15 15:59:48 +0000",14492,-1108,-6880,112,-160,5,0,3
"2017-10-15 15:59:48 +0000",14760,-1496,-7352,-13,-82,41,0,3
"2017-10-15 15:59:48 +0000",15208,-1540,-7424,-15,-44,44,0,3
"2017-10-15 15:59:49 +0000",14700,-1608,-7236,-133,27,57,0,3
"2017-10-15 15:59:49 +0000",14828,-1620,-7456,-157,61,78,0,3
"2017-10-15 15:59:49 +0000",14908,-1760,-7464,-154,87,79,0,3
"2017-10-15 15:59:49 +0000",14904,-1780,-7348,-85,120,49,0,3
"2017-10-15 15:59:49 +0000",15244,-1500,-6892,65,109,12,0,3
"2017-10-15 15:59:49 +0000",14792,-1544,-6864,193,-54,41,0,3
"2017-10-15 15:59:49 +0000",15192,-1568,-6892,45,34,172,0,3
"2017-10-15 15:59:49 +0000",15924,-2148,-6888,35,89,58,0,3
"2017-10-15 15:59:49 +0000",15136,-872,-6544,55,-22,232,0,3
"2017-10-15 15:59:49 +0000",15232,-2152,-6748,-43,73,235,0,3
"2017-10-15 15:59:50 +0000",15068,-1624,-6700,-44,114,2,0,3
"2017-10-15 15:59:50 +0000",15284,-1372,-6508,-50,106,7,0,3
"2017-10-15 15:59:50 +0000",15260,-1692,-6376,9,36,236,0,3
"2017-10-15 15:59:50 +0000",15256,-1588,-6148,2,103,3,0,3
"2017-10-15 15:59:50 +0000",15368,-1232,-6096,-24,141,235,0,3
"2017-10-15 15:59:50 +0000",15096,-1164,-5984,-54,81,243,0,3
"2017-10-15 15:59:50 +0000",15580,-1408,-5940,-96,-1,245,0,3
"2017-10-15 15:59:50 +0000",15332,-1112,-6140,-25,5,235,0,3
"2017-10-15 15:59:50 +0000",15484,-1248,-6308,66,21,206,0,3
"2017-10-15 15:59:50 +0000",15588,-1272,-6056,79,84,235,0,3
"2017-10-15 15:59:51 +0000",15416,-1176,-5884,23,-12,207,0,3
"2017-10-15 15:59:51 +0000",15368,-984,-5840,22,42,252,0,3
"2017-10-15 15:59:51 +0000",15572,-960,-5916,-25,45,253,0,3
"2017-10-15 15:59:51 +0000",15576,-1152,-5660,-9,4,4,0,3
"2017-10-15 15:59:51 +0000",15392,-796,-5760,53,22,25,0,3
"2017-10-15 15:59:51 +0000",15524,-1296,-5936,18,-9,21,0,3
"2017-10-15 15:59:51 +0000",15488,-1116,-6048,25,21,13,0,3
"2017-10-15 15:59:51 +0000",15492,-1008,-5928,42,0,245,0,3
"2017-10-15 15:59:51 +0000",15564,-936,-5724,42,43,12,0,3
"2017-10-15 15:59:52 +0000",15488,-1060,-5704,16,74,6,0,3
"2017-10-15 15:59:52 +0000",15544,-1124,-5568,40,82,247,0,3
"2017-10-15 15:59:52 +0000",15544,-1048,-5528,37,55,247,0,3
"2017-10-15 15:59:52 +0000",15692,-968,-5368,28,54,253,0,3
"2017-10-15 15:59:52 +0000",15708,-1016,-5356,21,36,253,0,3
"2017-10-15 15:59:52 +0000",15584,-1128,-5392,29,23,0,0,3
"2017-10-15 15:59:52 +0000",15808,-672,-5376,-89,-99,104,0,3
"2017-10-15 15:59:52 +0000",15396,-1208,-5348,-36,-86,63,0,3
"2017-10-15 15:59:52 +0000",15600,-1328,-5676,-61,-2,53,0,3
"2017-10-15 15:59:52 +0000",15500,-1412,-6040,-18,-71,49,0,3
"2017-10-15 15:59:53 +0000",15520,-1380,-6124,34,-20,11,0,3
"2017-10-15 15:59:53 +0000",15272,-1360,-5908,-1,61,4,0,3
"2017-10-15 15:59:53 +0000",15440,-1404,-5980,24,40,252,0,3
"2017-10-15 15:59:53 +0000",15428,-1268,-5988,39,18,245,0,3
"2017-10-15 15:59:53 +0000",15380,-1320,-5892,38,24,247,0,3
"2017-10-15 15:59:53 +0000",15464,-1396,-5888,39,15,232,0,3
"2017-10-15 15:59:53 +0000",15460,-1392,-5772,43,15,239,0,3
"2017-10-15 15:59:53 +0000",15460,-1316,-5740,31,16,250,0,3
"2017-10-15 15:59:53 +0000",15512,-1316,-5864,22,23,4,0,3
"2017-10-15 15:59:54 +0000",15500,-1328,-5680,22,26,10,0,3
"2017-10-15 15:59:54 +0000",15572,-1332,-5836,23,20,11,0,3
"2017-10-15 15:59:54 +0000",15584,-1284,-5840,16,18,254,0,3
"2017-10-15 15:59:54 +0000",15360,-1308,-5740,9,12,246,0,3
"2017-10-15 15:59:54 +0000",15612,-1216,-5728,1,14,239,0,3
"2017-10-15 15:59:54 +0000",15524,-1232,-5680,15,7,237,0,3
"2017-10-15 15:59:54 +0000",15516,-1252,-5640,16,30,237,0,3
"2017-10-15 15:59:54 +0000",15540,-1192,-5684,20,27,239,0,3
"2017-10-15 15:59:54 +0000",15492,-1124,-5672,14,20,236,0,3
"2017-10-15 15:59:54 +0000",15492,-1100,-5728,3,14,243,0,3
"2017-10-15 15:59:55 +0000",15580,-1092,-5860,7,17,245,0,3
"2017-10-15 15:59:55 +0000",15664,-1064,-5752,3,13,240,0,3
"2017-10-15 15:59:55 +0000",15632,-936,-5672,18,40,235,0,3
"2017-10-15 15:59:55 +0000",15656,-1028,-5644,18,34,5,0,3
"2017-10-15 15:59:55 +0000",15584,-1108,-5492,35,45,8,0,3
"2017-10-15 15:59:55 +0000",15576,-932,-5636,39,50,8,0,3
"2017-10-15 15:59:55 +0000",15668,-980,-5400,49,30,255,0,3
"2017-10-15 15:59:55 +0000",15536,-972,-5528,38,33,10,0,3
"2017-10-15 15:59:55 +0000",15720,-952,-5464,25,6,9,0,3
"2017-10-15 15:59:55 +0000",15796,-976,-5592,40,-14,244,0,3
"2017-10-15 15:59:56 +0000",15684,-888,-5528,66,-10,216,0,3
"2017-10-15 15:59:56 +0000",15656,-880,-5380,65,24,6,0,3
"2017-10-15 15:59:56 +0000",15608,-1108,-5352,57,27,255,0,3
"2017-10-15 15:59:56 +0000",15560,-1156,-5428,56,44,251,0,3
"2017-10-15 15:59:56 +0000",15740,-1244,-5268,24,84,13,0,3
"2017-10-15 15:59:56 +0000",15664,-1344,-5440,72,83,12,0,3
"2017-10-15 15:59:56 +0000",15564,-1968,-5320,79,57,19,0,3
"2017-10-15 15:59:56 +0000",15268,-2316,-5716,272,1,203,0,3
"2017-10-15 15:59:56 +0000",15424,-2224,-5716,414,-36,135,0,3
"2017-10-15 15:59:57 +0000",15504,-1964,-5520,373,142,128,0,3
"2017-10-15 15:59:57 +0000",15552,-2056,-5248,485,36,62,0,3
"2017-10-15 15:59:57 +0000",16204,-1132,-4796,524,-56,46,0,3
"2017-10-15 15:59:57 +0000",16012,-480,-4504,456,-113,55,0,3
"2017-10-15 15:59:57 +0000",16148,-208,-4708,495,-82,11,0,3
"2017-10-15 15:59:57 +0000",16380,-180,-4732,453,-27,31,0,3
"2017-10-15 15:59:57 +0000",15724,-16,-4644,464,59,93,0,3
"2017-10-15 15:59:57 +0000",15904,168,-4680,382,148,141,0,3
"2017-10-15 15:59:57 +0000",16608,160,-4084,325,234,165,0,3
"2017-10-15 15:59:57 +0000",15772,228,-4036,316,262,207,0,3
"2017-10-15 15:59:58 +0000",15452,452,-3692,365,128,174,0,3
"2017-10-15 15:59:58 +0000",16088,736,-3748,286,-69,170,0,3
"2017-10-15 15:59:58 +0000",16088,404,-3800,340,-175,181,0,3
"2017-10-15 15:59:58 +0000",15972,1228,-4364,212,-239,192,0,3
"2017-10-15 15:59:58 +0000",16200,640,-4608,72,-216,223,0,3
"2017-10-15 15:59:58 +0000",15944,384,-4924,3,-237,20,0,3
"2017-10-15 15:59:58 +0000",15956,-120,-5504,-62,-177,7,0,3
"2017-10-15 15:59:58 +0000",15816,-252,-5780,-76,-121,22,0,3
"2017-10-15 15:59:58 +0000",15664,-432,-5812,-74,-45,52,0,3
"2017-10-15 15:59:59 +0000",15856,-820,-5796,-32,39,73,0,3
"2017-10-15 15:59:59 +0000",15604,-1148,-5712,-42,13,255,0,3
"2017-10-15 15:59:59 +0000",15360,-1280,-5956,13,-48,248,0,3
"2017-10-15 15:59:59 +0000",15700,-508,-6260,21,-53,37,0,3
"2017-10-15 15:59:59 +0000",15432,-500,-6296,75,-50,54,0,3
"2017-10-15 15:59:59 +0000",15272,-452,-6272,76,2,47,0,3
"2017-10-15 15:59:59 +0000",15340,-440,-6248,25,1,0,0,3
"2017-10-15 15:59:59 +0000",15628,-428,-6248,22,-19,5,0,3
"2017-10-15 15:59:59 +0000",15288,-540,-6304,25,69,249,0,3
"2017-10-15 15:59:59 +0000",15396,-500,-6128,-14,43,249,0,3
"2017-10-15 16:00:00 +0000",15260,-368,-6012,-13,16,236,0,3
"2017-10-15 16:00:00 +0000",15364,-248,-6308,7,-86,237,0,3
"2017-10-15 16:00:00 +0000",15592,-476,-6584,9,-67,234,0,3
"2017-10-15 16:00:00 +0000",15688,-476,-6164,55,74,244,0,3
"2017-10-15 16:00:00 +0000",15212,-244,-6228,29,105,247,0,3
"2017-10-15 16:00:00 +0000",15476,-288,-5852,37,52,245,0,3
"2017-10-15 16:00:00 +0000",15380,-152,-6024,18,38,226,0,3
"2017-10-15 16:00:00 +0000",15340,-188,-6148,2,10,239,0,3
"2017-10-15 16:00:00 +0000",15396,-112,-6084,12,0,234,0,3
"2017-10-15 16:00:01 +0000",15396,-72,-6176,36,-7,235,0,3
"2017-10-15 16:00:01 +0000",15564,-136,-6052,32,-13,250,0,3
"2017-10-15 16:00:01 +0000",15428,-60,-6072,16,-7,27,0,3
"2017-10-15 16:00:01 +0000",15388,-148,-6232,35,-29,18,0,3
"2017-10-15 16:00:01 +0000",15376,-120,-6320,9,-8,19,0,3
"2017-10-15 16:00:01 +0000",15376,-264,-6324,10,-2,16,0,3
"2017-10-15 16:00:01 +0000",15224,-204,-6324,2,-4,30,0,3
"2017-10-15 16:00:01 +0000",15256,-196,-6444,1,29,16,0,3
"2017-10-15 16:00:01 +0000",15332,-252,-6468,24,-8,250,0,3
"2017-10-15 16:00:01 +0000",15312,-172,-6492,19,0,246,0,3
"2017-10-15 16:00:02 +0000",15304,-236,-6468,11,10,0,0,3
"2017-10-15 16:00:02 +0000",15348,-268,-6420,16,18,253,0,3
"2017-10-15 16:00:02 +0000",15212,-184,-6408,12,10,252,0,3
"2017-10-15 16:00:02 +0000",15748,-244,-6240,44,-65,250,0,3
"2017-10-15 16:00:02 +0000",14944,-176,-6744,136,238,46,0,3
"2017-10-15 16:00:02 +0000",15084,-304,-5444,51,113,63,0,3
"2017-10-15 16:00:02 +0000",15876,-904,-6088,121,5,205,0,3
"2017-10-15 16:00:02 +0000",14524,-640,-6132,72,121,35,0,3
"2017-10-15 16:00:02 +0000",15872,-984,-5688,-86,74,155,0,3
"2017-10-15 16:00:02 +0000",15520,-596,-5408,-9,-110,212,0,3
"2017-10-15 16:00:03 +0000",16164,-568,-7604,5,283,159,0,3
"2017-10-15 16:00:03 +0000",15076,-292,-4876,0,-25,224,0,3
"2017-10-15 16:00:03 +0000",16660,-340,-5412,12,48,193,0,3
"2017-10-15 16:00:03 +0000",14708,-324,-5556,3,106,215,0,3
"2017-10-15 16:00:03 +0000",15776,-208,-4820,53,-113,217,0,3
"2017-10-15 16:00:03 +0000",15380,-200,-6292,70,233,228,0,3
"2017-10-15 16:00:03 +0000",15368,68,-4988,93,-111,228,0,3
"2017-10-15 16:00:03 +0000",16124,-308,-5872,123,12,250,0,3
"2017-10-15 16:00:03 +0000",15212,24,-5692,129,7,37,0,3
"2017-10-15 16:00:04 +0000",15880,-148,-5584,93,-85,32,0,3
"2017-10-15 16:00:04 +0000",15416,-320,-5980,118,69,68,0,3
"2017-10-15 16:00:04 +0000",15332,-492,-5452,5,-98,12,0,3
"2017-10-15 16:00:04 +0000",15900,-616,-5864,-1,-71,237,0,3
"2017-10-15 16:00:04 +0000",15160,-372,-6084,1,14,226,0,3
"2017-10-15 16:00:04 +0000",15744,-584,-5976,-5,-136,206,0,3
"2017-10-15 16:00:04 +0000",15336,-396,-6484,-5,93,244,0,3
"2017-10-15 16:00:04 +0000",15712,-556,-5900,15,-56,215,0,3
"2017-10-15 16:00:04 +0000",15364,-252,-6300,-1,17,8,0,3
